sentence,intent,category
"사장님, 꿀떡은 없죠?",떡 종류 문의,떡집
"애가 꿀떡 좀 사오라 해 가지고. 꿀떡말고 딴 떡은 있네요, 그죠?",떡 종류 문의,떡집
"사장님 여기 약과 말고요, 그냥 저건 없어요? 약과 말고 영양밥 같은 거요?",떡 종류 문의,떡집
"약밥사러 왔는데 찾아보이 없네, 그죠? 내일은 약밥 해요?",떡 나오는 시간 문의,떡집
시루떡 이런 건 얼마씩 해요?,가격 문의,떡집
이 떡은 뭐예요?,떡 종류 문의,떡집
떡국 떡은 맹 설에 해놓은 거죠?,제조일 문의,떡집
요 떡은 언제 만든 거예요?,제조일 문의,떡집
"사장님, 오늘은 약밥 없어요?",떡 재고 문의,떡집
무슨 떡 있어요?,떡 종류 문의,떡집
떡은 만들어 놓은거 없어요?,떡 종류 문의,떡집
"오늘은 문 안 연 데가 되게 많다, 그죠?",휴무일 문의,떡집
둘째 주와 넷째 주 쉬나요?,휴무일 문의,떡집
"명절 때 설날 때요, 요거 가래떡 주문 받아요?",예약주문 여부,떡집
가래떡은 한 되당 얼마입니까?,가격 문의,떡집
가래떡 닷되 같으면 육만원인가요?,가격 문의,떡집
가래떡은 전화로 미리 주문하면 됩니까?,주문일 문의,떡집
가래떡을 주문 안 하고 그날 당일에 바로도 살 수 있어요?,당일 떡 문의,떡집
가래떡은 닷되씩 이렇게 살 수 있겠지요?,주문수량,떡집
설 전날까지 영업하시지요?,휴무일 문의,떡집
"떡 한 봉 주세요, 맛있는가요?",떡 주문,떡집
이 떡은 얼마예요?,가격 문의,떡집
이건 떡 이름이 뭐죠?,떡 종류 문의,떡집
그 떡은 무슨 떡이에요?,떡 종류 문의,떡집
이 떡은 왜 이렇게 차요?,제조일 문의,떡집
이 떡집은 온누리상품권 사용 돼요?,상품권 사용 문의,떡집
백설기는 한 되에 얼마나 나와요?,재료 용량에 따른 떡 수량 문의,떡집
"백설기를 한 되 주문할 경우, 조금 더 작게 해서 스무개 정도 나오게도 돼요?",재료 용량에 따른 떡 수량 문의,떡집
영수증 주시나요?,영수증 요청,떡집
"사장님, 떡볶이떡 있어요?",종류별 떡 주문,떡집
떡볶이떡은 주문만 받으시나요?,예약주문 여부,떡집
"떡볶이도 하고, 가래떡 한 되 주문은 얼마쯤해요?",가격 문의,떡집
가래떡 한 되에 쌀도 쓰면서 만 원인가요?,가격 문의,떡집
떡국 떡 요건 국산 아니라 했죠?,재료 원산지 문의,떡집
이 떡은 어디서 수입한 쌀로?,재료 원산지 문의,떡집
이 떡은 한 봉지 얼마예요?,가격 문의,떡집
요 떡은 쑥떡이에요?,떡 종류 문의,떡집
"쑥으로 만든 가래떡이다, 그죠?",재료 문의,떡집
"맛있겠네, 요 떡은 얼마예요?",가격 문의,떡집
이 떡은 많이 달아요?,맛 문의,떡집
이 떡은 뭐예요?,떡 종류 문의,떡집
"요 떡도 맛있어 보이네, 요 떡은 얼마인데요?",가격 문의,떡집
이 떡도 쑥떡이에요?,떡 종류 문의,떡집
"요 떡 하나랑요, 이 떡 같이 두 개 주세요.",떡 주문,떡집
카드 결제되죠?,카드결제,떡집
이 떡은 쌀 이것도 국산아니라예?,재료 원산지 문의,떡집
요 떡은 찹쌀로 만들어서 한 거예요?,재료 문의,떡집
이 떡은 국산 쌀로 만들어요?,재료 원산지 문의,떡집
이 떡은 뭐예요?,떡 종류 문의,떡집
인절미 같은 떡이요. 하면 언제? 하루 전에 주문하면 돼요?,주문일 문의,떡집
요쪽 떡이 다 3천원이에요?,가격 문의,떡집
이 떡은 호박떡이에요?,떡 종류 문의,떡집
신용카드로 계산 돼요?,카드결제,떡집
"사장님, 요 떡은 찹쌀 모찌라예?",떡 종류 문의,떡집
이 떡은 여기서 다 만들었는 거지예?,생산지 문의,떡집
요 떡이 공장 떡이고?,생산지 문의,떡집
요런 떡은 다 수제로 만드는 거예요?,생산지 문의,떡집
인절미도 다 수제로 만들었는거구요?,생산지 문의,떡집
요 떡이 몸에도 좋은 호박떡인가요?,떡 종류 문의,떡집
요 떡은 그래도 호박이라도 재료가 많이 들었네요,재료 문의,떡집
떡케이크 저거는 뭐 들어가는데요?,재료 문의,떡집
떡케이크는 찹쌀로만 하는구나?,재료 문의,떡집
"떡케이크는 2단하고 3단하고 사이즈가 이렇게도 되나요, 주문하면?",크기 문의,떡집
떡케이크에 찹쌀하고 다른 콩 종류는 들어가나요?,재료 문의,떡집
위에 떡케이크는 전부 다 찰떡이에요?,재료 문의,떡집
밑에 떡케이크는 그냥 떡으로 만들었어요?,재료 문의,떡집
이 떡케이크 모두 얼마예요?,가격 문의,떡집
밑에 떡케이크는 저런 영양떡이 들어가요?,재료 문의,떡집
이 떡케이크는 안에 고명이 뭐 들어가는데요?,재료 문의,떡집
팥 앙금 많이 달아요?,맛 문의,떡집
팥앙금을 좀 덜 달게 해달라고 하면은,떡 주문 제작 문의,떡집
"고사 지내는데, 떡 좀 하려고 하는데",고사떡,떡집
시루떡 원래 팥으로 하는 거 아니예요?,재료 문의,떡집
보통 고사 시루떡 하면은 팥을 얼마나 해요?,재료 함량 문의,떡집
"시루떡을 그냥 올려놓고 해요? 한 번도 안해봐서, 팥틀에 하는 건 봤는데",고사떡,떡집
시루떡 사이즈가 얼마나 돼요?,크기 문의,떡집
시루떡을 안 잘라주고 덩어리로 주나요?,모양 문의,떡집
시루떡을 한 되 하는 데는 얼마인데요?,가격 문의,떡집
팥 하고 떡 가격 합해서 얼마예요?,가격 문의,떡집
시루떡에 쌀은 찹쌀도 들어가요?,재료 문의,떡집
인절미 한 되 하는데는 얼마예요?,가격 문의,떡집
절편 이거는 얼마예요?,가격 문의,떡집
인절미는 찹쌀이 들어가요?,재료 문의,떡집
인절미 고명이 콩가루인가요?,재료 문의,떡집
인절미 고명이 팥이에요?,재료 문의,떡집
팥고물 인절미는 비싸요?,가격 문의,떡집
제사라서 인절미를 한 되씩만 할까 싶어서 한 번 여쭤보는 거예요,제사떡,떡집
이 떡 안에 뭐 들었습니까,재료 문의,떡집
여기는 감자떡 같은 거 있어요?,종류별 떡 주문,떡집
지금 있는 거는 떡국 떡 이고 옆에 있는 거는 뭐예요,떡 종류 문의,떡집
쑥떡 저거 하나에 얼마씩이에요,가격 문의,떡집
감자떡 주문하려면 어떻게 해야돼요,주문일 문의,떡집
한 되에 몇 개 정도 나와요?,재료 용량에 따른 떡 수량 문의,떡집
얼마예요,가격 문의,떡집
하루 전에만 주문하면 된다고요?,주문일 문의,떡집
찰보리 떡 있어요?,종류별 떡 주문,떡집
제가 하루 전에 전화 드리면 되죠?,주문일 문의,떡집
여기 쉬는 날은 언제예요?,휴무일 문의,떡집
그럼 토요일에 전화하면 일요일에 되고요?,주문일 문의,떡집
찹쌀떡 이건 얼마예요?,가격 문의,떡집
두 팩 사면 싸게는 안 되고요?,가격할인 조건,떡집
이건 가격대가 다 같은 건가요?,가격 문의,떡집
찹쌀떡에 앙꼬가 많이 들어있어요?,재료 문의,떡집
강정은 요 종류가 다인가요?,떡 종류 문의,떡집
여기서 직접 만든 거는 아니죠?,생산지 문의,떡집
강정 좀 더 큰 건 없나요?,크기 문의,떡집
땅콩은 얼마예요?,가격 문의,떡집
이건 얼마예요?,가격 문의,떡집
이거 노란 시루떡 한 되에 얼마예요,가격 문의,떡집
제사인데 내일 오후에 이거 배달 좀 됩니까?,배달배송 문의,떡집
그 어르신 생신 때 떡케이크 주문 가능한가요?,떡 주문 제작 문의,떡집
떡케이크 가격이 얼마예요?,가격 문의,떡집
보통 잘 나가는 게 어떤 거예요,인기상품 문의,떡집
주문하면 며칠 정도 걸리나요,주문일 문의,떡집
무슨 떡 들어가요?,떡 구성 문의,떡집
고구마 떡케이크도 있네요?,떡 종류 문의,떡집
이것도 사이즈가 두종류네요?,크기 문의,떡집
그럼 하루 전에 주문을 드려야 된다 그죠,주문일 문의,떡집
그럼 연락처 하나만 주세요,연락처 요청,떡집
여기 가격대가 얼마예요,가격 문의,떡집
이건 무슨 떡이에요?,떡 종류 문의,떡집
잘 나가는건 어떤 거라예,인기상품 문의,떡집
이건 얼마예요?,가격 문의,떡집
오색 떡 이런 건 없어요? 사장님,떡 종류 문의,떡집
약과는 얼마예요,가격 문의,떡집
여기 파는 건 항상 똑같은 거예요?,떡 종류 문의,떡집
사장님 여기 몇시에 열어요 ,오픈시간 문의,떡집
그럼 몇시까지 문 열어놔예 사장님,문닫는 시간문의,떡집
일요일도 해요?,휴무일 문의,떡집
그럼 토요일은 문 여나요?,휴무일 문의,떡집
떡 케잌 같은거 주문 되나요?,떡 주문 제작 문의,떡집
사장님 찹쌀떡 이거 큰 거 얼마예요?,가격 문의,떡집
이건 무슨 떡이에요?,떡 종류 문의,떡집
경단은 얼마예요?,가격 문의,떡집
이건 무슨 떡이에요,떡 종류 문의,떡집
떡국 떡은 얼마라예,가격 문의,떡집
요게 떡이 다예요 사장님,떡 종류 문의,떡집
원래 주문하는 거예요?,예약주문 여부,떡집
다 3천 원이에요? 송편도?,가격 문의,떡집
다 오늘 한 거예요?,제조일 문의,떡집
여기 몇시에 닫아요?,문닫는 시간문의,떡집
사장님 이거 떡국은 한봉지 만원이에요?,가격 문의,떡집
좀 더 작은 건 없어요?,크기 문의,떡집
이게 제일 작은 거에요?,크기 문의,떡집
이건 국산 쌀로 만든 거에요?,재료 원산지 문의,떡집
이거는 한 팩에 얼마예요?,가격 문의,떡집
요것도 마찬가지에요?,가격 문의,떡집
이건 이름이 뭐예요?,떡 종류 문의,떡집
송편 많이 하죠 제사 지낼라고 하면 몇팩 사야 해요,주문수량,떡집
이건 얼마예요 ,가격 문의,떡집
찹쌀떡은 얼마예요?,가격 문의,떡집
이사가는데 그 송편하고 시루떡하고 맞추고 할려면 만약에 내일 아침에 필요하면 언제쯤 이야기하면 돼요,주문일 문의,떡집
이사떡을 요즘도 시루떡하고 그렇게 해요,이사떡,떡집
어차피 쌀은 여기서 다 해주시는 거죠,재료판매 문의,떡집
쌀하고 다 들어간 거다 그죠?,재료 문의,떡집
카드 결제도 가능해요?,카드결제,떡집
현금 하면 현금영수증 끊어줘요?,현금영수증 발급 문의,떡집
여기 몇시까지 해요?,영업시간 문의,떡집
이 떡은 뭐예요,떡 종류 문의,떡집
노랗게 생긴 떡은 뭐예요,떡 종류 문의,떡집
뭐 들어가 있다고요?,재료 문의,떡집
아카시아꿀은 얼마예요?,가격 문의,떡집
이거 하나 주세요,떡 주문,떡집
샘 여기는 떡 몇시에 나와요?,떡 나오는 시간 문의,떡집
쌀은 여기는 다 국산 써요?,재료 원산지 문의,떡집
개업 떡 하면 보통 어떤 떡 씁니까,개업떡,떡집
요거는 무슨 떡이에요,떡 종류 문의,떡집
보통 한 되 하면 얼마정도 돼요,재료 용량에 따른 떡 수량 문의,떡집
호박이 보이는데 호박을 넣었나요? ,재료 문의,떡집
돌떡 어떤 거 해야 해요?,돌떡,떡집
요즘 백 떡은 안하고요?,돌떡,떡집
수수떡하고 무지개떡 다해야 된다 그지요?,돌떡,떡집
송편은 어떤 거예요? 여기 있는 송편입니까,떡 종류 문의,떡집
이거 안에 들어가 있는 건 뭐예요?,재료 문의,떡집
이건 한봉지에 얼마예요,가격 문의,떡집
수수떡을 두 되 정도 하면 얼마 정도 해요?,가격 문의,떡집
무지개떡은 얼마예요,가격 문의,떡집
송편 한 되도 돼요,떡 주문 제작 문의,떡집
하루 전에만 오면 됩니까,주문일 문의,떡집
떡 케이크 같은 것도 해요?,떡 주문 제작 문의,떡집
어른 생신인데 이런 떡으로 하면 얼마씩 해요?,가격 문의,떡집
한 되에 만 삼천 원이다 그죠?,가격 문의,떡집
한 되 하면 몇 조각 나와요,재료 용량에 따른 떡 수량 문의,떡집
얼마예요?,가격 문의,떡집
다른 떡은 또 뭐해요 생신 때,생일떡,떡집
인절미는 한 개 얼마 해요?,가격 문의,떡집
한 세 되는 해야되죠?,주문수량,떡집
연락을 하루 전에 해도 되나요,주문일 문의,떡집
떡 케이크도 하나요,떡 주문 제작 문의,떡집
인절미는 다섯 되 할라하면 한 되에 얼마예요?,가격 문의,떡집
생신인데 인절미 몇 되 정도 하면 되나요?,주문수량,떡집
다섯 되까진 안 해도 돼요?,주문수량,떡집
약밥은 한 되 하는데 얼마예요,가격 문의,떡집
원래 생신 때 이런 거 많이 하지요,생일떡,떡집
송편 저거는 얼마예요?,가격 문의,떡집
그럼 명함 하나 주실래요,연락처 요청,떡집
연락처 하나 주실 수 있어요?,연락처 요청,떡집
밖에 있는 거 오늘 나온 떡이에요?,제조일 문의,떡집
요즘 좀 많이 해가는 떡이 어떤 떡이에요,인기상품 문의,떡집
영양떡이 어떤 떡이에요?,떡 종류 문의,떡집
커서 먹기 힘들지 않아요?,크기 문의,떡집
영양떡도 이렇게 작은 게 있던데?,크기 문의,떡집
재료는 전부 국산으로 쓰시는 거예요?,재료 원산지 문의,떡집
사장님 보라색 저거는 뭐로 만든 거에요,재료 문의,떡집
중간에 들어간 거는 뭔데요,재료 문의,떡집
한 개 이렇게 해가지곤 얼만데,가격 문의,떡집
고구마떡 이거는 한판에 얼마예요?,가격 문의,떡집
한판에 몇 개죠?,주문수량,떡집
견과류는 혹시 수입 써요,재료 원산지 문의,떡집
요즘 백일 떡이나 돌 떡 할 때는 백설기로 해요?,떡 종류 문의,떡집
한 개 얼만데요?,가격 문의,떡집
여기 일요일도 해요?,휴무일 문의,떡집
화요일에 오니까 닫혔던데요?,휴무일 문의,떡집
몇시까지 하시는데요,영업시간 문의,떡집
한 되 얼마라고?,가격 문의,떡집
뭐 들어가는데요,재료 문의,떡집
한 되에 몇 개 나오는데요,재료 용량에 따른 떡 수량 문의,떡집
떡 케이크 주문도 돼요,떡 주문 제작 문의,떡집
떡 케이크은 어떻게 나오는데요 사진 같은 거 없어요,떡 제작 형태,떡집
2단으로?,떡 제작 형태,떡집
이라면 얼마정도 하노,가격 문의,떡집
이건 얼마짜린데,가격 문의,떡집
이건 무슨 떡이에요,떡 종류 문의,떡집
4만 원짜리는 뭐 들어가는데요?,떡 구성 문의,떡집
주문하는 데 시간은 얼마나 걸려요?,주문일 문의,떡집
배달은 안 하시고 저희가 찾아야 해요?,배달배송 문의,떡집
명함 하나 주실래요. 전화 드릴게요.,연락처 요청,떡집
백설기 안에는 뭐 들어가요,재료 문의,떡집
이건 얼마 정도 해요?,가격 문의,떡집
가래떡 좀 쓸려고 하는데요,떡 제조 요청,떡집
쌀 가져와야 돼요?,재료판매 문의,떡집
쌀 갖고 오면 씻어서 갖고 와요?,재료 준비상태 문의,떡집
그냥 쌀 가져오면 얼마예요,가격 문의,떡집
쌀 안가져오면 얼마예요?,가격 문의,떡집
카드 되시는가요,카드결제,떡집
떡 빼는데 어느 정도 걸려요,제조가능일 문의,떡집
찹쌀하고 콩하고 집에 남는 게 있어서 가져오면 되나요,떡 주문 제작 문의,떡집
한 되에 얼마예요,가격 문의,떡집
재료 안 가져오면 얼마예요,가격 문의,떡집
카드는 되나요,카드결제,떡집
콩하고 이런 건 다 국산 쓰시는 건가요,재료 원산지 문의,떡집
시간은 며칠 정도 걸리시죠,제조가능일 문의,떡집
한 되에 몇 개 정도 나와요,재료 용량에 따른 떡 수량 문의,떡집
시장에서 쓰는 온누리 상품권 이런 건 되는가요,상품권 사용 문의,떡집
혹시 배달되는가요,배달배송 문의,떡집
몇시에 여시는데요,오픈시간 문의,떡집
몇 시에 가지러 갈까요?,떡 나오는 시간 문의,떡집
저희 어른 생신인데 생일 떡으로 어떤 게 괜찮아요,생일떡,떡집
낱개 포장 되는 거죠,개별포장 문의,떡집
송편 안에는 뭐 들어가요,재료 문의,떡집
그건 한 되애 얼마예요?,가격 문의,떡집
영양떡은 얼마예요,가격 문의,떡집
한 되인가요,주문수량,떡집
안에 콩하고는 어떤 거 들어가요,재료 문의,떡집
국산으로 들어가요 아니면 수입산인가요?,재료 원산지 문의,떡집
하게 되면 하루 전에 전화하면 되나요?,주문일 문의,떡집
배달은 혹시 하시는가요,배달배송 문의,떡집
무슨 떡이 제일 잘나가나요?,인기상품 문의,떡집
떡 포장해주세요,떡 포장 요청,떡집
단체 주문을 하고 싶은데요,단체떡,떡집
가래떡 썰어주세요,떡 절단 요청,떡집
떡국떡 있나요?,떡국 떡떡볶이 떡,떡집
그럼 두 시간 뒤에 오겠습니다,특정 시간 후 재방문 통보,떡집
떡 준비 다 되었나요?,예약 떡 준비 완료 여부,떡집
결제는 카드로 해주세요,카드결제,떡집
떡 예약하려고요,예약주문 요청,떡집
이 인절미랑 꿀떡까지 계산해주세요,추가 떡 결제 요청,떡집
이 무지개떡 한 개에 얼마인가요?,가격 문의,떡집
내일 4인분 떡국 해먹으려는데 몇 kg 구매해야 할까요?,용도에 따른 떡 필요량 문의,떡집
떡국용 떡 1kg에 얼마인가요?,가격 문의,떡집
3kg 사면 할인되나요?,가격할인 조건,떡집
카드 결제 가능할까요?,카드결제,떡집
제 딸 돌잔치 답례떡을 돌리고 싶어요,답례품,떡집
떡 두 종류를 섞어서 주문 가능할까요?,떡 혼합 주문 문의,떡집
떡에 제 딸의 이름을 새길 수 있나요?,떡 이름 각인 가능 여부 문의,떡집
감사합니다'라고 적어주시고 호박백설기와 인절미 적절히 섞어서 주문할게요,종류별 떡 주문,떡집
이거 다 오늘 나온 떡인가요?,제조일 문의,떡집
가래떡 한 봉지에 얼마에요?,가격 문의,떡집
떡 3000원어치만 주시겠어요?,가격별 떡 주문,떡집
카드로 계산되지요?,카드결제,떡집
영수증 주실 수 있나요?,영수증 요청,떡집
가래떡을 뽑으러 왔어요,떡 제조 요청,떡집
앞에 있는 떡은 얼마예요?,가격 문의,떡집
몇 팩 사면 좀 깎아주시나요?,가격할인 조건,떡집
인절미도 가격 똑같아요?,가격 문의,떡집
영업 중이신가요?,오픈시간 문의,떡집
생일떡 맞춤 주문 가능한가요?,생일떡,떡집
떡 예약은 언제까지 주문하면 되죠?,예약주문 시간,떡집
토요일까지 2단으로  만들어서 주세요,특정 기한까지 떡 완성 요청,떡집
주문한 떡 찾으러 왔는데요,예약 떡 준비 완료 여부,떡집
계산 먼저 할게요,결제 요청,떡집
이거 떡 오늘 나온 거예요?,제조일 문의,떡집
이 떡은 유통기한이 어떻게 돼요?,유통기한 문의,떡집
그럼 떡이 딱딱해지지 않아요?,떡 변질 문의,떡집
이 백설기는 혹시 한 20개만 맞출 수 있나요?,종류별 떡 주문,떡집
떡국떡 얼마예요?,가격 문의,떡집
인절미는 얼마에요?,가격 문의,떡집
시루떡도 오천 원이에요?,가격 문의,떡집
그럼 떡국떡 한 봉지랑 인절미 한 팩 주세요,종류별 떡 주문,떡집
카드로 결제되죠?,카드결제,떡집
오늘 인절미 남아있나요?,떡 재고 문의,떡집
이거는 백설기인가요?,떡 종류 문의,떡집
이 백설기는 안에 건포도 같은 게 들어가 있나요?,재료 문의,떡집
백설기에 건포도 들어가는 게 싫은데 따로 주문해도 될까요?,떡 주문 제작 문의,떡집
그럼 지금 계산하면 언제 받을 수 있을까요?,주문 떡 찾는 시간 문의,떡집
여기 가장 맛있는 게 뭐예요?,인기상품 문의,떡집
그럼 방금 나온 떡은 뭔가요?,떡 종류 문의,떡집
그럼 그렇게 두 개 주세요,떡 주문,떡집
혹시 몇 시까지 영업하시나요?,문닫는 시간문의,떡집
비닐에 담아주세요,떡 포장 요청,떡집
선물용 떡 추천 좀 해주세요,선물용 떡 추천 요청,떡집
그리고 포장 좀 예쁘게 해주실 수 있나요?,떡 포장 요청,떡집
팥떡 하나에 얼마인가요?,가격 문의,떡집
쑥떡은 하나에 얼마인가요?,가격 문의,떡집
여기는 삼성 페이로 결제가 되나요?,카카오페이삼성페이,떡집
팥떡 하나랑 쑥떡 하나 카드로 계산되죠?,카드결제,떡집
그럼 카드로 결제해 주세요,카드결제,떡집
가래떡 파시나요?,종류별 떡 주문,떡집
방금 나온 거 있나요?,신선한 떡 요청,떡집
떡이 나오려면 얼마나 기다려야 하나요?,떡 제조시간 문의,떡집
쌀가루 가져오면 할인해주시나요?,가격할인 조건,떡집
카드 결제되나요?,카드결제,떡집
이 떡 얼마예요?,가격 문의,떡집
여기 몇 시까지 영업하나요?,문닫는 시간문의,떡집
여기에서 전철 타려면 어디가 가장 가깝나요?,주변 시설 문의,떡집
여기 주차장 있나요?,주변 시설 문의,떡집
송편 있나요?,떡 재고 문의,떡집
개업기념으로 주문하려고 하려고요,개업떡,떡집
떡 2박스 가능한가요?,박스포장 요청,떡집
배달도 되나요?,배달배송 문의,떡집
그럼 배달해주세요,배달배송 문의,떡집
현금영수증 가능한가요?,현금영수증 발급 문의,떡집
시루떡 좀 사려고 왔는데요,종류별 떡 주문,떡집
그럼 작은 걸로 하나 주세요,종류별 떡 주문,떡집
여기 한과도 살 수 있나요?,종류별 떡 주문,떡집
그럼 약과 100개 주문할게요,종류별 떡 주문,떡집
그럼 전부 카드로 결제할게요,카드결제,떡집
생일떡 맞추고 싶어서 왔는데 가능한가요?,생일떡,떡집
그럼 다음 주 월요일 오후 12시까지 해주세요,특정 기한까지 떡 완성 요청,떡집
떡 다 되면 제 번호로 미리 연락 좀 주실 수 있으세요?,떡 완료 연락 요청,떡집
떡국떡은 얼마예요?,가격 문의,떡집
인절미랑 절편도 맛있어 보이네요,맛 문의,떡집
그럼 떡국떡이랑 인절미 절편 꿀떡 주세요,종류별 떡 주문,떡집
결재는 현금으로 할게요,현금결제,떡집
답례품으로 떡을 구매하고 싶은데 가능한가요?,답례품,떡집
보통 어떤 떡으로 구성하나요?,답례품,떡집
그럼 꿀떡과 백설기로 하겠습니다,답례품,떡집
여기 진열된 떡은 할인되는 건가요?,세일품목,떡집
아무거나 상관없이 할인되나요?,세일품목,떡집
백설기하고 개피떡 절편 그리고 무지개떡으로 주세요,종류별 떡 주문,떡집
식혜는 없나요?,음료(식혜 수정과 등) 판매 문의,떡집
식혜도 주십시오,음료(식혜 수정과 등) 판매 문의,떡집
인절미 언제 만든 거죠?,제조일 문의,떡집
맛있을 것 같아요,맛 문의,떡집
떡 단체 주문 가능한가요?,단체떡,떡집
어르신들이 드시기에 어떤 떡들이 좋을까요?,연령별 떡 추천 요청,떡집
현금영수증 발급해주세요,현금영수증 발급 문의,떡집
떡 한 팩에 얼마인가요?,가격 문의,떡집
이 떡은 찹쌀을 사용했나요?,재료 문의,떡집
개피떡 있나요?,종류별 떡 주문,떡집
무지개떡 30개 주문하려고 하는데 가능한가요?,종류별 떡 주문,떡집
백설기 주문 가능한가요?,종류별 떡 주문,떡집
한 말 정도 하려고 하는데 얼마인가요?,가격 문의,떡집
혹시 배달도 되나요?,배달배송 문의,떡집
떡 한 팩에 얼마인가요?,가격 문의,떡집
여기 전시된 게 다인가요?,떡 종류 문의,떡집
그럼 기다릴 테니 가래떡 3팩 포장해주세요,떡 주문,떡집
현금으로 하려고 하는 데 현금영수증 가능한가요?,현금영수증 발급 문의,떡집
포장될 때까지 안에서 기다려도 될까요?,떡 포장 요청,떡집
떡국떡 얼마에요?,가격 문의,떡집
오늘 나온 거 맞지요?,제조일 문의,떡집
약밥은 없나요?,떡 종류 문의,떡집
그럼 떡국떡 한 봉지만 주세요,떡 주문,떡집
백일떡을 주문할 수 있을까요?,백일 떡,떡집
이번 주 토요일까지 200개 가능할까요?,제조가능일 문의,떡집
토요일까지 많이 어려울까요?,제조가능일 문의,떡집
대신 감사 문구가 적힌 스티커를 상자 위에 부착해주실 순 있나요?,감사문구 박스 표시 요청,떡집
어떤 떡이 잘 나가나요?,인기상품 문의,떡집
시식할 수 있나요?,시식 여부 문의,떡집
인절미 두 팩 주시겠어요?,종류별 떡 주문,떡집
밀떡 말고 쌀떡 있을까요?,종류별 떡 주문,떡집
전부 오늘 만든 떡인가요?,제조일 문의,떡집
3개 사면 할인해주시는 건가요?,가격할인 조건,떡집
제가 원하는 걸로 주시는 건가요?,희망상품 문의,떡집
콩 안 들어간 걸로 부탁드려도 될까요?,특정재료 제외 요청,떡집
가장 따뜻한 떡은 언제 먹을 수 있나요?,떡 나오는 시간 문의,떡집
바람떡은 없나요?,떡 종류 문의,떡집
전화 주문 예약도 가능한가요?,예약주문 여부,떡집
식혜랑 송편으로 주문하려고 합니다,종류별 떡 주문,떡집
쑥떡 사려고 하는데 이 정도에 얼마인가요?,가격 문의,떡집
술떡은 이 정도에 얼마인가요?,가격 문의,떡집
그럼 쑥떡 술떡으로 주세요,떡 주문,떡집
네이버 페이로 결제가 가능한가요?,네이버페이,떡집
그러면 현금으로 계산할게요,현금결제,떡집
여기는 몇 시까지 해요?,문닫는 시간문의,떡집
보통 잘 나가는 떡이 뭐예요?,인기상품 문의,떡집
인절미는 하나에 얼마나 해요?,가격 문의,떡집
술떡은 얼마에요?,가격 문의,떡집
그럼 인절미 하나랑 술떡 하나 주세요,종류별 떡 주문,떡집
많이 팔리는 게 뭔가요,인기상품 문의,떡집
한 팩에 얼마인가요,가격 문의,떡집
다른 떡도 추천해주세요,떡 추천 요청,떡집
카드 되죠,카드결제,떡집
여기 떡국떡  맞추려고 하는데요,떡 제조 요청,떡집
내일까지 가능하나요?,제조가능일 문의,떡집
그럼 언제까지 되나요?,제조가능일 문의,떡집
그럼 떡국떡 내일모레 아침까지 해주세요.,떡 제조 요청,떡집
꿀떡 주문하고 싶은데요,떡 주문,떡집
내일모레까지 가능한가요?,제조가능일 문의,떡집
그럼 내일모레 회사로 배송해주실 수 있나요?,배달배송 문의,떡집
지금 카드로 결제할게요,카드결제,떡집
한 팩에 얼마인가요?,가격 문의,떡집
가래떡도 있나요?,종류별 떡 주문,떡집
아이들이 좋아할만 한 떡이 어떤 건가요?,연령별 떡 추천 요청,떡집
많이 사 가는 떡 추천해 주실 수 있나요?,인기상품 문의,떡집
쇼핑백에 담아 주실 수 있나요?,쇼핑백 요청,떡집
혹시 백설기 지금 구매 가능한가요,종류별 떡 주문,떡집
네 백설기는 가격이 어떻게 되나요,가격 문의,떡집
그럼 백설기 3인분만 포장해주세요,종류별 떡 주문,떡집
네 그럼 잠깐 앞에 시장 좀 보고선 30분 후에 찾으러 와도 되죠?,떡 나오는 시간 문의,떡집
인절미랑 꿀떡 있나요?,종류별 떡 주문,떡집
그럼 백설기는요?,종류별 떡 주문,떡집
다 방금 나온 건가요?,조리 신선도 문의,떡집
그럼 방금 나온 떡도 있나요?,신선한 떡 요청,떡집
그럼 백설기 말고 가래떡으로 주세요,종류별 떡 주문,떡집
꿀떡 파나요?,종류별 떡 주문,떡집
호박인절미도 있나요?,종류별 떡 주문,떡집
먹어봐도 되나요?,시식 여부 문의,떡집
꿀떡 얼마에요?,가격 문의,떡집
두 개 사면 할인되나요?,가격할인 조건,떡집
떡케이크를 맞추고 싶은데 가능할까요?,인기상품 문의,떡집
호박떡케이크 한 개 주세요,종류별 떡 주문,떡집
현금영수증 해주세요,현금영수증 발급 문의,떡집
이 떡은 쌀로 만들었나요,재료 문의,떡집
떡이 쉰 거 같은데요,상한 떡 문의,떡집
만든 지 얼마 안 된 떡으로 주세요,신선한 떡 요청,떡집
인절미도 좋아해요. 얼마에요?,가격 문의,떡집
인절미 세 팩 주세요.,떡 주문,떡집
떡은 방금 찐 건가요?,조리 신선도 문의,떡집
가래떡 한 판에 얼마인가요?,가격 문의,떡집
택배 배송도 하시나요,배달배송 문의,떡집
현금영수증 되나요,현금영수증 발급 문의,떡집
결제는 제로페이로 할게요,제로페이,떡집
떡국떡 좀 사려고 하는데요,종류별 떡 주문,떡집
방금 나온 떡 있나요?,신선한 떡 요청,떡집
그러면 팥시루떡도 한 팩 주세요,종류별 떡 주문,떡집
팥죽 있나요?,제철 떡,떡집
그럼 새알심은 따로 판매하시나요?,재료판매 문의,떡집
가격은 얼마예요?,가격 문의,떡집
더 소량으로는 안 파시나요?,주문수량,떡집
