sentence,intent,category
요게 그 베이컨 들었는거다 그죠?,식재료문의,셀프서비스
한우불고기도 있고 빅불 와규가 뭐예요?,메뉴문의,셀프서비스
불고기 하나만 주세요,메뉴주문,셀프서비스
네 롯데 포인트 적립 돼요?,적립금문의,셀프서비스
여기요 토핑 추가 있네요? 이게 어떤 메뉴에도 추가가 될 수 있어요? 불고기에도 해주고요?,특정재료추가요구,셀프서비스
단체주문 할 때 한 개당 콜라를 다 주는 거예요?,단체주문문의,셀프서비스
밖에 치즈더블인가? 저거 새로 출시된 거예요?,신메뉴문의,셀프서비스
되게 커보이는데 저거 둘이 먹을 수 있어요?,양에대한질문,셀프서비스
이게 치킨으로 되어있어요?,메뉴문의,셀프서비스
요게 얼마예요 단품이,가격문의,셀프서비스
비싸네요 여기서 제일 많이 나가는 건 뭐 어떤 거예요?,베스트메뉴문의추천요청,셀프서비스
그것도 매운 치킨이에요?,메뉴문의,셀프서비스
그러면 그거 하나만 좀 주세요,메뉴주문,셀프서비스
여기는 몇 시까지 해요?,클로징시간문의,셀프서비스
여기는 쿠폰 뭐 그런 건 없어요?,쿠폰문의,셀프서비스
그래요? 영수증 좀 주시겠어요?,영수증요구,셀프서비스
샐러드도 있네 리코타샐러드?,메뉴문의,셀프서비스
여기에서 삼계탕 팔아요?,메뉴문의,셀프서비스
이거는 국산닭이에요 그럼?,원산지문의,셀프서비스
4900원 요거는 조금 큰 닭인가보네요? 그죠?,식재료문의,셀프서비스
닭곰탕 언제부터 팔았어요?,신메뉴나온시기,셀프서비스
네 케이준강정카는거는 내나 닭강정 같은거죠?,메뉴문의,셀프서비스
햄버거 다 돼가나요?,주문메뉴대기시간문의,셀프서비스
저기 비프가 새로 나온 건가요? 바깥에 비프라고 적혀있던데,신메뉴문의,셀프서비스
그게 원래는 얼마예요?,가격문의,셀프서비스
와퍼도 지금 세일하는 거 맞아요?,할인메뉴문의,셀프서비스
와퍼 요걸로 하나 주세요 2주간 언제까지 세일해요?,이벤트기간문의,셀프서비스
애들도 저거 좋아하죠?,베스트메뉴문의추천요청,셀프서비스
맵고 그런 건 아니죠?,맛에대한문의,셀프서비스
맵지 않아요? 그럼 일단 저거 하나 주세요,메뉴주문,셀프서비스
네 한 몇 분 정도 걸려요?,주문메뉴대기시간문의,셀프서비스
거기 아까 4900원이 혹시 세트인가요?,세트메뉴종류문의,셀프서비스
영수증 음식이랑 같이 주는 거죠?,영수증요구,셀프서비스
여기 음식점 처럼 여기도 따로 배달료 받아요?,배달비문의,셀프서비스
불고기버거하고 콜라하고만 하면 얼마예요?,가격문의,셀프서비스
5500원이요? 그라면 치즈스틱하고 세트로 하면 5900원이에요?,세트메뉴구성문의,셀프서비스
저거 세트 주세요 그라면,메뉴주문,셀프서비스
없어요 그라고 커팅 좀 해주세요,커팅요구,셀프서비스
네 그리고 감자하고 치즈스틱은 포장해 주세요,포장주문,셀프서비스
아뇨 카드로 하면 이걸로 결제해야 돼요?,결제방식선택,셀프서비스
와퍼있잖아예 저기 안에 들어가는 고기 저거는 뭔데요? ,식재료문의,셀프서비스
수입이에요? 국산이에요?,원산지문의,셀프서비스
그건 잘 모르겠어요? 단품은 얼만데요?,가격문의,셀프서비스
그래도 세트로 하는게 나아요 어때요?,가격문의,셀프서비스
나는 감자를 잘 안 먹는데요?,세트메뉴구성문의,셀프서비스
네 불고기버거는 재료가 뭔데요?,메뉴문의,셀프서비스
그러면 치즈와퍼도 불고기 패티는 들어가고,식재료문의,셀프서비스
치즈가 들어갔다는 얘기네요?,식재료문의,셀프서비스
그럼 이걸로 주문해야 돼요 기계로?,메뉴주문문의,셀프서비스
여기서 주문해야되죠?,메뉴주문문의,셀프서비스
메뉴판 따로 있어요?,메뉴판요청,셀프서비스
어떤 게 잘 나가요?,베스트메뉴문의추천요청,셀프서비스
돈가스는 이거 한 종류예요?,메뉴문의,셀프서비스
제가 느끼한 건 못 먹는데 소스가 매콤한 것도 있을까요?,케첩소스요구,셀프서비스
그럼 돈가스 위에 케첩 뿌려주실 수 있어요?,케첩소스요구,셀프서비스
매콤한 메뉴는 없어요?,취향에따른메뉴추천요구,셀프서비스
포크스테이크가 돼지고기 무슨 부위에요?,식재료문의,셀프서비스
함박스테이크는 소고기만 들어가요?,식재료문의,셀프서비스
그럼 수제 돈가스 하나 주세요 케첩도 넣어주시고요,메뉴주문,셀프서비스
선불인가요?,결제문의,셀프서비스
적립되는 카드 있어요?,적립방법문의,셀프서비스
현금 디시 해주고 이런 건 없어요?,할인율문의,셀프서비스
잠시만요 카드 드릴게요,결제방식선택,셀프서비스
혹시 먹다가 남으면 포장은 해주시나요?,남은음식포장요구,셀프서비스
몇 시부터 몇 시까지 문 여는데요?,영업시간문의,셀프서비스
일요일은 쉬죠?,휴일문의,셀프서비스
적립 이런 건 없어요?,적립방법문의,셀프서비스
화장실은 어디 있어요?,화장실위치문의,셀프서비스
아까 주문한 거 음료는 따로 안 나오죠?,음료문의,셀프서비스
국물은 주시나요?,국물요청,셀프서비스
물은 셀프인가요?,셀프코너문의,셀프서비스
제꺼 음식 나왔어요?,음식이늦게나올때,셀프서비스
이거 남은 거 포장 좀 해주시겠어요?,남은음식포장요구,셀프서비스
여기서 제일 잘 나가는 건 뭐예요?,베스트메뉴문의추천요청,셀프서비스
거기 둥지 짬뽕이죠?,매장확인,홀서빙음식점
열 명 정도 예약을 하려고 하는데 언제쯤 미리 전화로 알려드리면 되는지요?,예약문의,홀서빙음식점
아니요 방이 있습니까?,원하는자리요구,홀서빙음식점
삼월 이십오일쯤에 모임이 있어서 안쪽으로 예약을 하려고 하는데 언제 하면 돼요?,예약문의,홀서빙음식점
그러면 메뉴는 어떤 걸로 하면 될까요?,메뉴문의,홀서빙음식점
네 그러면 코스요리가 있나요?,메뉴문의,홀서빙음식점
카카오페이는 돼요?,카카오페이삼성페이결제,홀서빙음식점
그러면 저희가 배달을 시킬 수도 있는데 뭐 할인되는 거 있어요?,홀배달가격차이문의,홀서빙음식점
그러면 앱으로 주문을 하면 할인되는 거 있어요?,앱할인문의,홀서빙음식점
만약에 배달하게 되면 몇 시쯤 전화드려야 되나요?,예약문의,홀서빙음식점
거기 영업시간이 어떻게 돼요?,영업시간문의,홀서빙음식점
혼자 왔는데,1인식사자리요청,홀서빙음식점
잔치국수 냉으로 돼요?,조리상태요청,홀서빙음식점
잔치국수 하나 주세요,식사주문,홀서빙음식점
여기 주차요금 내야해요?,주차비문의,홀서빙음식점
물은 셀프구나,셀프서비스문의,홀서빙음식점
여기 청양고추 있어요?,양념소스요구,홀서빙음식점
육수 맛이 좀 특이하네 멸치다시인거 맞아요?,식재료문의,홀서빙음식점
카드 결제 돼요?,결제방식선택,홀서빙음식점
일요일도 영업 해요?,휴일문의,홀서빙음식점
밑에 방 따뜻해요?,원하는자리요구,홀서빙음식점
국수 육수가 차가워요? 따뜻해요?,조리상태에대한질문,홀서빙음식점
너무 차게말고 시원하게도 돼요?,조리상태에대한질문,홀서빙음식점
시원한 거 얼음은 안 들어가지요?,조리상태에대한질문,홀서빙음식점
추운데 그럼 어떡하지?,조리상태에대한질문,홀서빙음식점
그럼 따뜻한 거 곱빼기 두 개하고 파전 하나 아니 전 뭐 있어요?,메뉴문의,홀서빙음식점
부추전 하나하고 찐만두 하나 주세요,식사주문,홀서빙음식점
네 국수 주실 때 앞접시도 같이 주세요,앞접시요청,홀서빙음식점
계산해 주세요 국수 하나는 따로 끊어주세요 나머지 같이 끊어주시고 그래도 되죠?,계산서요청,홀서빙음식점
영수증 주세요,영수증요청,홀서빙음식점
위가비 김밥은 어떤 거예요?,메뉴판에있는음식에대한질문,홀서빙음식점
그럼 어느 게 잘 나가요?,베스트메뉴문의,홀서빙음식점
후토마끼 새우덴뿌라 하는 건 뭐예요?,메뉴판에있는음식에대한질문,홀서빙음식점
한 줄만 포장해주세요,포장주문,홀서빙음식점
금방 되죠?,주문메뉴대기시간문의,홀서빙음식점
여기 일요일도 영업해요?,휴일문의,홀서빙음식점
주차는 아파트 옆에 하면 돼요?,주차공간문의,홀서빙음식점
시래기 떡볶이는 뭐예요?,메뉴판에있는음식에대한질문,홀서빙음식점
떡볶이 1인분하고 포장할 건데 김말이는 이거 두 개 밖에 없어요?,메뉴문의,홀서빙음식점
김말이 2개 하고 오징어하고 포장해주세요,새음식포장요구,홀서빙음식점
이거 집에 가서 데워 먹으려면 어떻게 해야해요?,먹는방법문의,홀서빙음식점
이정도 먹으려면 전자레인지에 몇 분이나 돌려야해요?,먹는방법문의,홀서빙음식점
그래요? 그럼 오징어 따로 몇 분 돌려야해요?,먹는방법문의,홀서빙음식점
잠깐만요 다 얼마죠?,계산서요청,홀서빙음식점
카드 결제 돼요?,결제방식선택,홀서빙음식점
여기 저녁에는 몇 시까지 하세요?,클로징시간문의,홀서빙음식점
여기 있는 메뉴가 다에요?,메뉴문의,홀서빙음식점
떡국은 안되죠?,없는메뉴추가주문문의,홀서빙음식점
주로 어떤 게 잘 나가요?,베스트메뉴문의,홀서빙음식점
여기 오픈한지 오래 되셨죠? 얼마 되셨어요?,영업기간문의,홀서빙음식점
납작만두에 떡볶이 국물 주세요,식사주문,홀서빙음식점
김밥은 한 줄로 팔아요?,특정메뉴문의,홀서빙음식점
직접 싸시죠?,식재료공급문의,홀서빙음식점
여기 화장실은 어디 있어요?,화장실문의,홀서빙음식점
뜨거운 국물은 안나오죠?,국물제공문의,홀서빙음식점
뜨거운 물 좀 먹어도 돼요?,물요청,홀서빙음식점
카드계산 안되죠?,결제방식선택,홀서빙음식점
영수증은 주실 수 있어요?,영수증요청,홀서빙음식점
이천 원 드리면 돼요?,계산서요청,홀서빙음식점
김밥종류는 저게 다에요?,메뉴문의,홀서빙음식점
어떤 게 제일 잘나가요?,베스트메뉴문의,홀서빙음식점
돈가스는 세 종류네요,메뉴문의,홀서빙음식점
고구마 돈가스는 한 번도 안 먹어봤는데 어떤 거인가?,메뉴판에있는음식에대한질문,홀서빙음식점
가격은 칠천 원이죠?,가격문의,홀서빙음식점
소고기 김밥 한 줄이죠 삼천 원?,가격문의,홀서빙음식점
소고기 김밥 한 줄주세요,식사주문,홀서빙음식점
물은 셀프죠?,셀프서비스문의,홀서빙음식점
김밥집 생긴지 오래됐어요?,영업기간문의,홀서빙음식점
문은 몇 시부터 몇 시까지 열어요?,영업시간문의,홀서빙음식점
토요일 일요일 휴무 없이?,휴일문의,홀서빙음식점
가족끼리 오면 차는 어디다 주차해요?,주차공간문의,홀서빙음식점
포장이 많죠?,포장주문문의,홀서빙음식점
죄송하지만 포장으로 해주세요,포장변경문의,홀서빙음식점
카드 돼요?,결제방식선택,홀서빙음식점
적립카드 없죠?,포인트적립문의,홀서빙음식점
주로 어떤 게 잘 나가요?,베스트메뉴문의,홀서빙음식점
웰빙 김밥에는 뭐 들어가요?,식재료문의,홀서빙음식점
땡초 김밥은 많이 매워요?,맛에대한질문,홀서빙음식점
콩국수도 되나요?,계절메뉴문의,홀서빙음식점
소고기 김밥 한 줄 주세요,식사주문,홀서빙음식점
뜨거운 물?,물요청,홀서빙음식점
몇 시부터 몇 시까지 문 열어요?,영업시간문의,홀서빙음식점
여기는 오픈한지 오래 됐어요?,영업기간문의,홀서빙음식점
여기 화장실은 어디로 가야하죠?,화장실문의,홀서빙음식점
이거 다 못먹어서 그런데 포장 조금만 해주시겠어요?,남은음식포장요구,홀서빙음식점
카드결제 가능해요?,결제방식선택,홀서빙음식점
적립되는 거 카드 없죠?,포인트적립문의,홀서빙음식점
단무지 하나만 넣어주세요 나무젓가락도,추가요청,홀서빙음식점
비빔밥에는 종류가 어떤 게 들어가요 야채가?,식재료문의,홀서빙음식점
돌솥비빔밥도 들어가는 것도 다 똑같아요?,식재료문의,홀서빙음식점
그래도 김밥류가 주문하면 빨리 나오죠?,주문메뉴대기시간문의,홀서빙음식점
김밥은 종류가 어떤 거 잘 나가요?,베스트메뉴문의,홀서빙음식점
소고기 김밥 한 개 주세요,식사주문,홀서빙음식점
먹다가 많으면 포장은 해주시죠?,남은음식포장요구,홀서빙음식점
여기는 영업하신지가 오래 됐어요 문 연 지가?,영업기간문의,홀서빙음식점
몇 시부터 몇 시까지 열어요?,영업시간문의,홀서빙음식점
대충이라도 아침에?,오픈시간문의,홀서빙음식점
저녁은요?,클로징시간문의,홀서빙음식점
여기 가족끼리 오면 주차는 어디해요?,주차공간문의,홀서빙음식점
여기 갈비만두도 있네요,메뉴문의,홀서빙음식점
몇 개 나와요 1인 분은?,양에대한질문,홀서빙음식점
포장 좀 해주시겠어요,포장주문,홀서빙음식점
화장실은 어디 있어요?,화장실문의,홀서빙음식점
김밥은 메뉴에 있는 게 다에요?,메뉴판에있는음식에대한질문,홀서빙음식점
땡초 김밥은 매운가요?,맛에대한질문,홀서빙음식점
보통사람은 못 먹겠네요,맛에대한질문,홀서빙음식점
치킨마요랑 참치마요는 뭐가 달라요?,메뉴판에있는음식에대한질문,홀서빙음식점
김밥 중에서 어떤 게 잘나가요?,베스트메뉴문의,홀서빙음식점
기본에는 야채가 뭐 들어가요?,식재료문의,홀서빙음식점
기본으로 한 줄 주세요,식사주문,홀서빙음식점
여기 오픈한지 오래되셨어요?,영업기간문의,홀서빙음식점
몇 시부터 몇 시까지 영업해요?,영업시간문의,홀서빙음식점
등심 돈가스도 잘 나가요?,특정메뉴문의,홀서빙음식점
물은 셀프죠?,셀프서비스문의,홀서빙음식점
여기 숟가락 없는데요,수저요청,홀서빙음식점
이거 포장 좀 해주세요 다 못먹어서,남은음식포장요구,홀서빙음식점
카드 계산 돼요?,결제방식선택,홀서빙음식점
화장실은 어디인데요?,화장실문의,홀서빙음식점
주차는 어디에서 해요?,주차공간문의,홀서빙음식점
영수증 좀 주세요,영수증요청,홀서빙음식점
김밥종류가 딱 한 종류에요?,메뉴문의,홀서빙음식점
야채 뭐뭐 들어가요?,식재료문의,홀서빙음식점
홀에서 먹고가면 두 줄 시켜야 해요?,양에대한질문,홀서빙음식점
다 못 먹으면 나머지 싸줘요?,포장주문문의,홀서빙음식점
주문하면 지금 싸시죠?,주문메뉴대기시간문의,홀서빙음식점
배달도 돼요?,배달문의,홀서빙음식점
얼마이상 배달 해요?,배달가능범위문의,홀서빙음식점
하신지 오래 됐어요?,영업기간문의,홀서빙음식점
아침에 문은 몇 시에 여시는데요?,오픈시간문의,홀서빙음식점
닫기는 언제 닫아요?,클로징시간문의,홀서빙음식점
일요일은 쉬시죠?,휴일문의,홀서빙음식점
공휴일은 빨간 날은 해요?,휴일문의,홀서빙음식점
김밥 두 개 주세요 사장님,식사주문,홀서빙음식점
여기 화장실 어디 있어요?,화장실문의,홀서빙음식점
제일 빨리 나오는게 김밥이죠?,주문메뉴대기시간문의,홀서빙음식점
육개장은 닭고기 들어가요?,식재료문의,홀서빙음식점
포장하면 국물은 따로 없죠?,국물제공문의,홀서빙음식점
홀에서 먹으면 나와요?,국물제공문의,홀서빙음식점
한 줄은 포장하고 한 줄은 먹고 갈까요? 그렇게도 돼요?,포장주문문의,홀서빙음식점
카드는 안되죠?,결제방식선택,홀서빙음식점
김밥종류 어떤 게 있어요?,특정메뉴문의,홀서빙음식점
어떤 게 잘나가요?,베스트메뉴문의,홀서빙음식점
제육쌈 이거는 돼지고기 들어가죠?,식재료문의,홀서빙음식점
돼지고기는 국내산이에요?,원산지문의,홀서빙음식점
제일 빨리 나오는 게 어떤 김밥이에요?,주문메뉴대기시간문의,홀서빙음식점
크림치즈 김밥 한줄에 사천 오백 원이죠?,가격문의,홀서빙음식점
여기 든든 김밥은 기본인가요?,특정메뉴문의,홀서빙음식점
바른 김밥에는 야채는 어떤 게 들어가요?,식재료문의,홀서빙음식점
다 국내산이에요? 재료는 다?,원산지문의,홀서빙음식점
주문하고 나오는데 얼마나 걸려요?,주문메뉴대기시간문의,홀서빙음식점
바른 김밥 한 줄 주세요 먹고 갈건데요,식사주문,홀서빙음식점
선불인가요?,선결제문의,홀서빙음식점
카드 되나요?,결제방식선택,홀서빙음식점
현금할인 없죠?,현금할인문의,홀서빙음식점
몇 시부터 몇 시까지 문 열어요?,영업시간문의,홀서빙음식점
일요일은 하세요?,휴일문의,홀서빙음식점
이거 다 못먹으면 포장 해줘요?,포장주문문의,홀서빙음식점
얼마쯤 하셨어요?,영업기간문의,홀서빙음식점
배달은 안 해주죠?,배달문의,홀서빙음식점
얼마 이상 돼요?,배달가능범위문의,홀서빙음식점
김밥 어떤 게 맛있어요?,메뉴추천요청,홀서빙음식점
옆에 시킨 건 뭐죠?,옆테이블에서먹는음식이름질문,홀서빙음식점
그 외에 거 중에는?,메뉴추천요청,홀서빙음식점
소불고기는 수입산이에요 국산?,원산지문의,홀서빙음식점
가격이 얼마해요?,가격문의,홀서빙음식점
야채 김밥 하나 주세요,식사주문,홀서빙음식점
소불고기 김밥도 맛있어요?,맛에대한질문,홀서빙음식점
그럼 소불고기 김밥 주세요,식사주문,홀서빙음식점
포장하면 국물 안나오죠?,국물요청,홀서빙음식점
이거 뜨거운 물 인가요?,물요청,홀서빙음식점
여기 가게 오픈 하신지 얼마 안되셨죠?,영업기간문의,홀서빙음식점
본사는 어디 있어요?,본점지점문의,홀서빙음식점
몇 시까지 열어요?,클로징시간문의,홀서빙음식점
일요일도 해요?,휴일문의,홀서빙음식점
화장실은 어디에요?,화장실문의,홀서빙음식점
단무지 하나 주세요,추가반찬요청,홀서빙음식점
영수증 주세요,영수증요청,홀서빙음식점
체인점이에요?,본점지점문의,홀서빙음식점
어떤 게 많이 나가요?,베스트메뉴문의,홀서빙음식점
기본이 야채가 뭐 들어가요?,식재료문의,홀서빙음식점
먹고 가려면 한 줄 안되죠?,식사주문,홀서빙음식점
네 반찬은 셀프인가요?,셀프서비스문의,홀서빙음식점
한 줄 주세요,식사주문,홀서빙음식점
빨리 나오는 게 김밥이죠?,주문메뉴대기시간문의,홀서빙음식점
오픈하신지 얼마 되셨어요?,영업기간문의,홀서빙음식점
몇 시에 문 열어요?,오픈시간문의,홀서빙음식점
저녁은요?,클로징시간문의,홀서빙음식점
일요일은 하세요?,휴일문의,홀서빙음식점
냅킨은 어디 있어요?,넵킨물수건요청,홀서빙음식점
이거 다 못먹어서 포일에 조금만 싸주세요,남은음식포장요구,홀서빙음식점
고기 만두 일 인분만 주세요,식사주문,홀서빙음식점
여기 몇 시에 문 열어요?,오픈시간문의,홀서빙음식점
마치는 시간은 언제에요?,클로징시간문의,홀서빙음식점
고기는 원산지는 어디?,원산지문의,홀서빙음식점
직접 금방 빚으시네,식재료공급문의,홀서빙음식점
저도 순대 일 인분 더 주세요,식사주문,홀서빙음식점
순대 일 인분하고 만두하고 계산해주세요 ,계산서요청,홀서빙음식점
죄송한데 영수증 하나만 해주시면 안될까요?,영수증요청,홀서빙음식점
일 인분 많네요 그게 일 인분이에요?,양에대한질문,홀서빙음식점
오래 기다려야 해요?,대기시간문의,홀서빙음식점
다음 저에요?,대기자수문의,홀서빙음식점
뭐가 잘 나가요?,베스트메뉴문의,홀서빙음식점
여기 물은 셀프에요?,셀프서비스문의,홀서빙음식점
가져다 줄 때 앞접시 좀 가져다 주세요,앞접시요청,홀서빙음식점
얼마에요?,가격문의,홀서빙음식점
두 개요,가격문의,홀서빙음식점
일요일도 해요?,휴일문의,홀서빙음식점
일 년 무휴에요?,휴일문의,홀서빙음식점
철판 해물 볶음밥에는 해물 어떤 거 들어가요?,식재료문의,홀서빙음식점
조개류는 안들어가죠?,식재료문의,홀서빙음식점
해물 양이 많지는 않죠?,양에대한질문,홀서빙음식점
포장은 돼요?,포장주문문의,홀서빙음식점
포장해서 철판해물 볶음밥,포장주문,홀서빙음식점
한참 기다려야해요?,주문메뉴대기시간문의,홀서빙음식점
곱빼기도 되죠?,양에대한질문,홀서빙음식점
여기도 적립돼요?,포인트적립문의,홀서빙음식점
몇 분 정도 기다릴까요?,주문메뉴대기시간문의,홀서빙음식점
여기 다시마 김밥은 뭐에요?,메뉴판에있는음식에대한질문,홀서빙음식점
어떤 게 젤 잘 나가요?,베스트메뉴문의,홀서빙음식점
진미는요?,베스트메뉴문의,홀서빙음식점
다시마 좋아하는데 하나주세요,식사주문,홀서빙음식점
포장해주세요,포장주문,홀서빙음식점
원조 김밥도 한 줄 주세요,식사추가주문,홀서빙음식점
이천오백 원 따로 결제할게요,계산서요청,홀서빙음식점
새우 김밥은 튀김 새우 들어가는 거죠?,식재료문의,홀서빙음식점
원조 김밥에 깻잎 들어가나요?,식재료문의,홀서빙음식점
나무젓가락 안 넣어도 됩니다,추가요청,홀서빙음식점
화장실 어디 있어요?,화장실문의,홀서빙음식점
김밥 뭐가 맛있어요?,메뉴추천요청,홀서빙음식점
네 김밥 약간 매콤한게 뭐가 있어요?,맛에대한질문,홀서빙음식점
그러면 매운 김밥 하나 하구요,식사주문,홀서빙음식점
또 어떤 김밥이 맛이 있어요?,메뉴추천요청,홀서빙음식점
그러면 매운 김밥 하나하고 새우 김밥 하나하고,식사주문,홀서빙음식점
계산부터 해주세요,계산서요청,홀서빙음식점
영수증 하나 주세요,영수증요청,홀서빙음식점
물은 셀프인가요?,셀프서비스문의,홀서빙음식점
혹시 물수건 있어요?,넵킨물수건요청,홀서빙음식점
여기 화장실은 어디 있어요?,화장실문의,홀서빙음식점
김밥 빨리 되죠?,주문메뉴대기시간문의,홀서빙음식점
국물 좀 주세요,국물요청,홀서빙음식점
어떤 김밥이 맛있어요?,메뉴추천요청,홀서빙음식점
복어조림 김밥 새로 나왔구나,특정메뉴문의,홀서빙음식점
돈가스 김밥 맛있어요?,메뉴추천요청,홀서빙음식점
돈가스 김밥 두 개 주세요,식사주문,홀서빙음식점
매운 김밥은 많이 매워요?,맛에대한질문,홀서빙음식점
현금 영수증 좀 해주세요,현금영수증발행요청,홀서빙음식점
그러면 영수증만 하나 주세요,영수증요청,홀서빙음식점
간이 영수증은 안돼요?,영수증요청,홀서빙음식점
지금 싸는 거는 뭐에요?,특정메뉴문의,홀서빙음식점
맵다 김밥은 닭이 들어가요?,식재료문의,홀서빙음식점
차는 요 앞에 잠깐 세워놔도 돼요?,주차공간문의,홀서빙음식점
뭐가 많이 나가요?,베스트메뉴문의,홀서빙음식점
세트 메뉴 있나요?,세트메뉴종류문의,홀서빙음식점
그냥 단품으로 사도 되나요?,식사주문,홀서빙음식점
고르기 머리 아프니까 첫 번째 세트 주세요,식사주문,홀서빙음식점
매운맛은 많이 매워요?,맛에대한질문,홀서빙음식점
그러면 약간 매운맛,매운정도조절요청,홀서빙음식점
그러면 제법 매운맛 저걸로 주세요,매운정도조절요청,홀서빙음식점
어떤 게 제일 많이 나가요?,음료술문의,홀서빙음식점
그러면 자두로,음료술주문,홀서빙음식점
많이 기다려야 돼요?,주문메뉴대기시간문의,홀서빙음식점
떡 하나 만두 하나 시키면 한 개씩 나오나요?,식사주문,홀서빙음식점
물 따뜻한 거 하나 줄래요?,물요청,홀서빙음식점
아까시 저 김말이는 김말이를 튀긴 거에요?,조리상태에대한질문,홀서빙음식점
바로 나오나요?,주문메뉴대기시간문의,홀서빙음식점
김밥 그냥 김밥 말고는 뭐 있어요?,메뉴문의,홀서빙음식점
참치 치즈 등심 돈가스 그렇게 있다 그죠?,메뉴문의,홀서빙음식점
그러면 참치 김밥 하나 하고 땡초 김밥 맵게 하나랑 일반 김밥 세 개 고렇게 다섯 줄 주세요,식사주문,홀서빙음식점
그냥 일반 김밥을 네 줄 주세요 그러면 총 여섯 줄,주문변경,홀서빙음식점
재료도 맨날 아침에 만드시나 봐요?,재료의신선도문의,홀서빙음식점
김밥에 밥보다 야채를 듬뿍 넣어주세요,특정재료첨삭요청,홀서빙음식점
저 갈비 만두는 갈비 모양으로 생겼다고 갈비 만두인거죠?,메뉴판에있는음식에대한질문,홀서빙음식점
안에 갈비가 든 거는 아니죠?,식재료문의,홀서빙음식점
그 일반 김밥 한 개 더 주세요 그러면 총 일곱 줄,식사추가주문,홀서빙음식점
그렇게 하면 만 얼마죠?,가격문의,홀서빙음식점
땡초하고 참치하고는 표시나게 좀 주세요,포장주문문의,홀서빙음식점
여기 메뉴 여기 있는 거만 있어요 라면은 없어요?,없는메뉴추가주문문의,홀서빙음식점
납작 만두는 있어요?,없는메뉴추가주문문의,홀서빙음식점
일 인분이 양이 많은 건 아니죠?,양에대한질문,홀서빙음식점
일단 김밥 한 줄하고 떡볶이하고 납작 만두하고 고기만두 하고 주세요,식사주문,홀서빙음식점
우리 얼마에요?,계산서요청,홀서빙음식점
카드 돼요?,결제방식선택,홀서빙음식점
여기 주차권 줘요 혹시?,주차권주차도장요구,홀서빙음식점
여기 카드 안되는 거에요?,결제방식선택,홀서빙음식점
김밥 할건데 그냥 김밥은 일반 김밥인가요?,메뉴판에있는음식에대한질문,홀서빙음식점
매운 김밥도 있어요?,메뉴문의,홀서빙음식점
고봉민 김밥 한 개 주세요,식사주문,홀서빙음식점
포장해주세요,포장주문,홀서빙음식점
얼마 이상 배달 되는 거에요?,배달가능범위문의,홀서빙음식점
많이 하면 얼마쯤 말씀하시는 거예요?,배달가능범위문의,홀서빙음식점
저희 직접 가지러 안오고 배달되는거죠?,배달문의,홀서빙음식점
카카오결제는 되시는지?,카카오페이삼성페이결제,홀서빙음식점
몇 시까지 영업하시는데요?,클로징시간문의,홀서빙음식점
아침에는요?,오픈시간문의,홀서빙음식점
김밥 뭐 어떤 종류 있어요?,메뉴문의,홀서빙음식점
땡초 김밥 많이 매워요?,맛에대한질문,홀서빙음식점
그냥 김밥 한 줄 포장 좀 해주세요,포장주문,홀서빙음식점
여기 배달도 하시는가요?,배달문의,홀서빙음식점
배달비 혹시 따로 받으시는가요?,배달비문의,홀서빙음식점
혹시 그러면 김밥 따로 주문하려고 하면 언제 말해줘야돼요?,예약메뉴문의,홀서빙음식점
낱개 포장 다 되지예?,포장주문문의,홀서빙음식점
저녁에는 언제까지 하시는데요?,클로징시간문의,홀서빙음식점
아침에는 좀 일찍 여시나봐요 저녁에 좀 일찍 닫으시네요,오픈시간문의,홀서빙음식점
젓가락은 두 개 넣어주세요 단무지도 넣어주시구요,추가요청,홀서빙음식점
여기 분식도 하시고 커피도 하시나봐요,메뉴문의,홀서빙음식점
매운 김밥은 많이 매워요?,맛에대한질문,홀서빙음식점
좀 맵겠네요?,맛에대한질문,홀서빙음식점
일반 김밥으로 한 줄만,식사주문,홀서빙음식점
혹시 카카오페이도 되나요?,카카오페이삼성페이결제,홀서빙음식점
혹시 배달 되는가요?,배달문의,홀서빙음식점
아 뭐 배달료 따로 지불 해야 하는가요?,배달비문의,홀서빙음식점
그러면 삼십 줄 이렇게 해서 주문하면 언제쯤 전화드려야 돼요?,예약메뉴문의,홀서빙음식점
영업은 몇 시부터 몇 시까지 하세요?,영업시간문의,홀서빙음식점
혹시 남으면 포장해 주시는가요?,남은음식포장요구,홀서빙음식점
김밥 먹고 갈 수 있어요?,식사주문,홀서빙음식점
혹시 영수증 하나 써 주실 수 있어요?,영수증요청,홀서빙음식점
김밥이 가격이 어떻게 돼요?,가격문의,홀서빙음식점
좀 많은데요,양에대한질문,홀서빙음식점
그러면 한 세 줄 주세요,식사주문,홀서빙음식점
순한 걸로 주세요,매운정도조절요청,홀서빙음식점
여기서 먹나요?,빈자리문의,홀서빙음식점
국물은 직접 떠서 들어가요?,서빙범위문의,홀서빙음식점
김밥 전문집이죠?,매장확인,홀서빙음식점
이거는 재료가 뭐뭐 들어가는거에요?,식재료문의,홀서빙음식점
그러면 매운맛도 한 줄 넣어주세요,식사주문,홀서빙음식점
오뎅 국물은 이걸로 뜨나요?,먹는방법문의,홀서빙음식점
가지고 들어가서 먹을게요,빈자리문의,홀서빙음식점
어묵 먹을려면 따로 하나 들고갈까요?,식사주문,홀서빙음식점
